ID,x,y,z,PCI
169,"-0.099426,-0.09716799999999999,-0.079559,-0.102264,-0.08551,-0.071548,-0.043396,-0.034575999999999996,0.019485,-0.030121,-0.023819,-0.063019,-0.031830000000000004,-0.060226,-0.046005000000000004,-0.021713,-0.025513,0.001923,-0.009826999999999999,4.6e-05,0.0030210000000000002,-0.00013700000000000002,0.011917,0.010269,0.067245,0.06398,0.06991599999999999,0.07788099999999999,0.084259,0.064697,0.029082999999999998,0.038238999999999995,0.041275,0.052185,0.066193,0.075089,0.054688,0.045639,0.051361000000000004,0.036026","0.180542,0.18019100000000002,0.178818,0.185883,0.210098,0.183777,0.14613299999999999,0.216858,0.21566799999999997,0.162674,0.161652,0.230148,0.20979299999999998,0.171875,0.18023699999999998,0.191254,0.182526,0.199783,0.194321,0.229523,0.236603,0.187866,0.188614,0.24815399999999999,0.26597600000000005,0.211914,0.20715300000000003,0.24408000000000002,0.248871,0.263977,0.259964,0.25311300000000003,0.24736,0.260574,0.251465,0.277557,0.304214,0.304001,0.344666,0.333221","-0.982666,-0.99295,-0.972916,-0.983276,-0.9883120000000001,-0.990402,-0.968933,-0.9819030000000001,-0.9511719999999999,-0.9772639999999999,-0.9593659999999999,-0.989502,-0.9854280000000001,-0.979355,-0.9826969999999999,-0.98761,-1.0086979999999999,-0.9838709999999999,-0.9973139999999999,-0.9893040000000001,-0.940994,-0.969666,-0.9854129999999999,-1.016327,-0.9562379999999999,-0.9292600000000001,-0.960098,-1.008011,-0.9883270000000001,-0.9709629999999999,-0.9773709999999999,-0.953506,-1.009003,-0.9562229999999999,-0.933975,-0.96904,-1.005524,-0.9456479999999999,-0.9362790000000001,-0.94165",40
170,"-0.044815,0.026657,0.020935,0.036774,0.010666,-0.003189,-0.016541,-0.019622999999999998,-0.164581,-0.133484,-0.073685,-0.0392,0.020081,-0.019272,0.036743,0.000504,0.012314,-0.027222000000000003,0.020523,-0.079041,-0.030045,0.008591,-0.013672,-0.014236000000000002,0.032394,0.09301799999999999,-0.018921,0.130417,0.098465,0.095261,0.086212,0.084549,0.053191999999999996,0.046616000000000005,0.033431999999999996,0.015609999999999999,0.060791,-0.014969,-0.084625,-0.043472000000000004","0.42234799999999995,0.381744,0.372772,0.38047800000000004,0.42700200000000005,0.391663,0.367874,0.372635,0.445862,0.410583,0.356674,0.35375999999999996,0.35525500000000004,0.44186400000000003,0.451126,0.406036,0.419113,0.47834799999999994,0.539261,0.513626,0.472321,0.47828699999999996,0.449921,0.31926,0.342102,0.17334000000000002,0.019318000000000002,0.207031,0.284073,0.15931700000000001,0.25216700000000003,0.320984,0.282028,0.321838,0.356277,0.33409099999999997,0.31033299999999997,0.37208600000000003,0.33271799999999996,0.238098","-0.966888,-0.9118799999999999,-0.906067,-0.9578399999999999,-0.95015,-0.887634,-0.846893,-0.876099,-1.0100559999999998,-1.050323,-1.01088,-0.896805,-0.8168489999999999,-0.923615,-0.889099,-0.8802639999999999,-0.856735,-0.927917,-0.9502719999999999,-0.927185,-0.883438,-0.8500979999999999,-0.9097139999999999,-0.9818120000000001,-1.051895,-1.042816,-0.9592290000000001,-0.9699399999999999,-0.970276,-0.894119,-0.9119870000000001,-1.031891,-0.909775,-0.940887,-0.984146,-0.9197690000000001,-0.944809,-1.070114,-0.9171600000000001,-0.740494",40
171,"0.020142,-0.070984,-0.017943999999999998,-0.129547,-0.17215,-0.21235700000000002,-0.137054,-0.131348,-0.19249000000000002,-0.257263,-0.204483,-0.222183,-0.331497,-0.357559,-0.4841,-0.30146799999999996,-0.431717,-0.21557600000000002,-0.047501,-0.0569,0.34176599999999996,0.2724,0.15830999999999998,0.279114,0.39860500000000004,0.25177,0.184799,0.22998000000000002,0.339478,0.30702199999999996,0.21318099999999998,0.20286600000000002,0.33381700000000003,0.13237000000000002,-0.013748,-0.13606300000000002,-0.131027,-0.107376,-0.099747,-0.141586","0.20903000000000002,0.27731300000000003,0.37239099999999997,0.325806,0.208389,0.249146,0.31456,0.402237,0.453308,0.39231900000000003,0.370346,0.36843899999999996,0.375504,0.442749,0.490829,0.43084700000000004,0.5154270000000001,0.581573,0.528702,0.275513,0.101944,0.11965899999999999,0.20306400000000002,0.18582200000000001,0.125824,0.26074200000000003,0.099716,0.179062,0.015549,0.038162,0.064835,-0.005432,-0.16539,0.071198,0.067093,-0.01265,0.101303,0.05011,-0.067551,-0.12658699999999998","-0.8421629999999999,-0.959534,-1.0183719999999998,-0.9796600000000001,-0.788574,-0.883102,-0.9161530000000001,-1.031372,-1.0534059999999998,-0.9597629999999999,-0.762177,-0.799866,-0.821823,-0.8819889999999999,-0.8366239999999999,-0.8925629999999999,-0.939301,-1.064682,-0.9516600000000001,-0.6586609999999999,-0.984558,-0.94931,-0.757706,-0.669937,-0.9432219999999999,-1.320938,-0.8764799999999999,-1.035782,-0.9805149999999999,-0.99556,-1.030075,-0.921753,-1.1067200000000001,-0.9593510000000001,-0.9863430000000001,-0.939285,-1.14006,-1.046173,-1.018356,-1.037598",50
172,"-0.135208,0.09256,0.155579,0.19686900000000002,0.404343,0.39955100000000005,0.397873,0.410782,0.11280799999999999,0.445984,0.48144499999999996,0.46376000000000006,0.36883499999999997,0.501404,0.35549899999999995,0.24971,0.32135,0.37796,0.409714,0.361786,0.34671,0.37825,0.503113,0.461502,0.395935,0.348175,0.312393,0.333084,0.383606,0.426666,0.411499,0.417267,0.42915299999999995,0.40124499999999996,0.44278,0.494858,0.454834,0.469696,0.435349,0.352875","-0.250183,-0.168121,-0.14917,-0.150772,-0.106583,-0.068176,0.131363,0.10235599999999999,0.34758,0.024704,-0.12490799999999999,-0.028045999999999998,-0.007553,-0.059555,0.016205,0.045731,-0.032104,-0.00943,-0.044982999999999995,0.062347,0.071075,0.039566000000000004,0.03714,0.048859,0.005340999999999999,0.030106,0.018738,0.058502,0.039658,0.031372000000000004,0.028595,-0.006653,-0.001526,-0.02475,-0.061951,-0.080032,-0.07849099999999999,-0.12223800000000001,-0.17260699999999998,-0.300323","-1.042374,-0.8649899999999999,-1.005692,-0.9089200000000001,-0.9609530000000001,-0.90065,-0.9917600000000001,-1.059082,-1.085098,-0.552551,-0.8260649999999999,-0.989563,-0.8350219999999999,-0.8725430000000001,-0.962708,-1.0166629999999999,-0.981049,-0.8481290000000001,-0.881317,-0.842407,-0.91507,-0.951614,-1.078049,-1.131912,-0.944412,-0.907745,-0.8506469999999999,-0.886475,-0.974289,-1.0354,-1.009216,-1.037567,-0.9535520000000001,-0.892883,-0.890244,-0.946793,-0.945526,-1.08226,-1.011261,-0.848267",40
173,"0.316818,0.330414,0.520233,0.341675,0.357315,0.300491,0.282394,0.193695,0.231934,0.402298,0.19609100000000002,0.20372,0.311554,0.266006,0.33624299999999996,0.187927,0.123886,0.197372,0.177841,0.276199,0.25569200000000003,0.158615,0.219223,0.189865,0.31303400000000003,0.24056999999999998,0.374008,0.230789,0.13446,0.294998,0.389359,0.312134,0.284134,0.293274,0.29675300000000004,0.332214,0.293106,0.388947,0.274857,0.292831","-0.27603099999999997,-0.11450199999999999,-0.139267,-0.16162100000000001,-0.17926,-0.11781300000000001,-0.094025,-0.077499,-0.074905,0.050064,0.00824,-0.008087,-0.251373,0.041977,0.003296,-0.119019,-0.162552,-0.130661,-0.064972,-0.137268,-0.090408,-0.028229,-0.076157,-0.019272,-0.233521,-0.12223800000000001,-0.16185,-0.164398,-0.042114,-0.009842,-0.135147,-0.093948,-0.073059,-0.085632,-0.194351,-0.130341,-0.148453,-0.22459400000000002,-0.121002,-0.183502","-0.7379,-0.7886350000000001,-1.119461,-0.8614200000000001,-0.8260959999999999,-0.867416,-0.97052,-0.8521270000000001,-1.043991,-1.1311950000000002,-0.920166,-0.8812559999999999,-0.8726959999999999,-1.0980379999999998,-1.021591,-0.8941040000000001,-0.8871,-0.948486,-0.9180299999999999,-1.153442,-0.8445280000000001,-0.830307,-0.8446809999999999,-0.9025270000000001,-0.926834,-0.9942780000000001,-1.436768,-0.992813,-0.623444,-0.77858,-0.9590000000000001,-1.1208799999999999,-0.8308409999999999,-0.9346620000000001,-0.829727,-0.927109,-0.998917,-1.172562,-0.8846129999999999,-0.864548",60
174,"0.16528299999999999,0.281403,0.277512,0.262665,0.39631700000000003,0.441833,0.40808099999999997,0.407425,0.342636,0.49334700000000004,0.7262569999999999,0.050033999999999995,0.359161,0.335754,0.139786,0.23751799999999998,0.39566,0.006104,0.164169,0.053390999999999994,0.092514,-0.153076,-0.030472000000000003,-0.103256,-0.082794,0.026978,0.277924,0.096573,-0.047623,0.076843,0.23773200000000003,0.114685,0.11645499999999999,0.047928,0.130295,0.07118200000000001,0.092239,0.085617,0.217377,0.172043","-0.21106,-0.043243000000000004,0.139984,0.26574699999999996,0.14115899999999998,0.148926,0.012740999999999999,-0.18090799999999999,-0.12348900000000002,0.027999999999999997,-0.039276,0.0634,-0.19754000000000002,-0.031982,-0.103317,-0.082077,-0.370132,-0.120407,-0.295456,-0.26556399999999997,-0.321838,-0.043015,-0.267883,-0.461761,-0.244827,-0.334579,-0.5167390000000001,-0.733536,-0.395569,-0.513687,-0.532227,-0.545593,-0.385483,-0.45170600000000005,-0.506744,-0.48484799999999995,-0.40077199999999996,-0.358185,-0.614136,-0.5540619999999999","-0.914383,-1.131821,-0.941895,-1.11792,-1.188248,-1.041351,-0.620102,-0.5383,-0.45062299999999994,-0.520767,-0.994705,-0.735275,-0.772736,-1.133942,-0.923584,-1.0336610000000002,-0.908432,-1.077438,-0.9637600000000001,-0.8845059999999999,-0.9341280000000001,-0.817932,-1.181656,-1.0424799999999999,-0.915344,-0.970993,-0.8853610000000001,-0.924911,-0.59436,-0.764496,-1.031403,-0.876785,-0.750488,-0.841324,-0.88446,-0.7451479999999999,-0.735794,-0.715759,-0.996597,-0.806717",50
175,"0.2099,0.262726,0.129883,0.17219500000000001,0.14212,0.199203,0.170395,0.084076,0.11346400000000001,0.16836500000000001,0.16181900000000002,0.10054,0.167786,0.244049,0.164536,0.2211,0.160553,0.105896,0.121307,0.12181099999999999,0.23555,0.215363,0.171402,0.189301,0.14328,0.21302800000000002,0.170593,0.184937,0.186203,0.263687,0.160294,0.209,0.195892,0.202164,0.189072,0.223099,0.23770100000000002,0.255798,0.242508,0.258209","-0.552719,-0.6655270000000001,-0.580597,-0.433533,-0.494629,-0.624161,-0.629517,-0.462082,-0.313156,-0.5154569999999999,-0.579483,-0.531662,-0.348175,-0.49081400000000003,-0.524963,-0.466873,-0.545609,-0.514267,-0.49851999999999996,-0.43241899999999994,-0.607788,-0.612488,-0.466232,-0.495987,-0.442719,-0.5403140000000001,-0.521011,-0.46196000000000004,-0.565002,-0.639099,-0.486908,-0.462875,-0.46652200000000005,-0.553574,-0.581253,-0.592667,-0.615738,-0.6654359999999999,-0.616409,-0.619263","-0.913025,-1.162018,-0.813751,-0.787415,-0.869217,-0.951859,-1.021866,-0.701797,-0.622894,-0.8821260000000001,-0.798416,-0.695755,-0.7032930000000001,-0.85054,-0.715851,-0.846985,-0.920868,-0.773071,-0.787842,-0.6627350000000001,-0.8094020000000001,-0.696198,-0.707886,-0.823883,-0.650558,-0.779266,-0.703735,-0.676361,-0.7131649999999999,-0.915955,-0.6286930000000001,-0.7182310000000001,-0.7319180000000001,-0.851196,-0.798782,-0.899078,-0.867432,-0.90033,-0.841766,-0.952209",60
176,"0.24636799999999998,0.252396,0.154114,0.238083,0.157959,0.245819,0.18371600000000002,0.20181300000000002,0.165863,0.22080999999999998,0.259827,0.249863,0.22758499999999998,0.17208900000000002,0.317352,0.115402,0.226059,0.14260899999999999,0.253799,0.211548,0.198761,0.216156,0.24794000000000002,0.237625,0.236603,0.16461199999999998,0.16888399999999998,0.14283800000000002,0.18565399999999999,0.21072399999999997,0.234314,0.193115,0.22361799999999998,0.241684,0.22985799999999998,0.223206,0.22934000000000002,0.221558,0.203217,0.22940100000000002","-0.665512,-0.5939479999999999,-0.41655,-0.502121,-0.5221100000000001,-0.5592189999999999,-0.565262,-0.568054,-0.564682,-0.590256,-0.707275,-0.622604,-0.5301359999999999,-0.44424399999999997,-0.7183689999999999,-0.532852,-0.975449,-0.47171,-0.540359,-0.658722,-0.5898899999999999,-0.458755,-0.533829,-0.604813,-0.659409,-0.6461640000000001,-0.5359189999999999,-0.48605299999999996,-0.709808,-0.604507,-0.595596,-0.6560060000000001,-0.5996090000000001,-0.69606,-0.628937,-0.655014,-0.6716310000000001,-0.668457,-0.53801,-0.641754","-0.8664700000000001,-0.8689120000000001,-0.555725,-0.8517610000000001,-0.73259,-0.907913,-0.826752,-0.800491,-0.753372,-0.8339840000000001,-0.951462,-0.798859,-0.721802,-0.549194,-1.131744,-0.708908,-0.951111,-0.817978,-0.76712,-0.8342290000000001,-0.726242,-0.684326,-0.758514,-0.756271,-0.9191590000000001,-0.79892,-0.737274,-0.647354,-0.904755,-0.744797,-0.8070069999999999,-0.8367459999999999,-0.9181819999999999,-0.866226,-0.858505,-0.845352,-0.885925,-0.788406,-0.698288,-0.782303",70
177,"0.191193,0.191833,0.158356,0.175293,0.155685,0.234695,0.195892,0.230316,0.21369899999999997,0.20686300000000002,0.165512,0.128052,0.131668,0.155136,0.11546300000000001,0.21426399999999998,0.15525799999999998,0.216034,0.238342,0.205704,0.301575,0.139664,0.099731,0.19506800000000002,0.060577,0.119995,0.097977,0.219696,0.124115,0.143845,0.101135,0.056853999999999995,0.039702999999999995,0.011978,0.024704,0.009369,0.034424,0.011703,-0.040405,0.029922000000000004","-0.613113,-0.523544,-0.5582729999999999,-0.573853,-0.5776819999999999,-0.6939850000000001,-0.7042390000000001,-0.674805,-0.6580050000000001,-0.647766,-0.586899,-0.5203399999999999,-0.503555,-0.502518,-0.575348,-0.680756,-0.5916600000000001,-0.6896359999999999,-0.758102,-0.592133,-0.738571,-0.8017880000000001,-0.367371,-0.551559,-0.37808200000000003,-0.714462,-0.612747,-0.60405,-0.7301479999999999,-0.587555,-0.763779,-0.691422,-0.6166229999999999,-0.574387,-0.554291,-0.532242,-0.4776,-0.518875,-0.44566300000000003,-0.467041","-0.7243649999999999,-0.729721,-0.635925,-0.775269,-0.699127,-0.987823,-0.7052609999999999,-0.884949,-0.74469,-0.735428,-0.622818,-0.570908,-0.637772,-0.716171,-0.703354,-0.756546,-0.746674,-0.846191,-0.8316040000000001,-0.6554409999999999,-0.9999540000000001,-0.764374,-0.566864,-0.8458399999999999,-0.42190600000000006,-0.667557,-0.649475,-0.7849729999999999,-0.802643,-0.8851469999999999,-1.03862,-0.9295959999999999,-0.884857,-0.8583370000000001,-0.7849430000000001,-0.8539120000000001,-0.84903,-0.878128,-0.777756,-0.8301850000000001",60
178,"0.016159,0.074158,0.053711,0.111633,0.057678,0.08725,0.018356,0.040039,0.072525,0.036743,0.10566700000000001,0.075668,0.076675,0.121475,0.11142,0.055771,0.027481000000000002,0.071381,0.104782,0.08017,0.094894,0.050644,0.061538999999999996,0.069489,0.019821000000000002,0.027863,0.036239999999999994,0.065247,0.088898,0.148636,0.167679,0.099274,0.17040999999999998,0.10571300000000002,0.171249,0.07547000000000001,0.082764,0.037292,0.051620000000000006,0.070114","-0.344498,-0.42323299999999997,-0.41326899999999994,-0.581696,-0.509674,-0.389542,-0.358322,-0.362244,-0.43408199999999997,-0.35672,-0.402771,-0.341385,-0.35495,-0.555298,-0.49765,-0.305649,-0.203247,-0.24636799999999998,-0.37767,-0.361404,-0.25354,-0.332382,-0.302261,-0.23896799999999999,-0.325363,-0.30580100000000005,-0.316315,-0.295212,-0.332733,-0.327469,-0.39366100000000004,-0.308212,-0.22705100000000003,-0.357956,-0.251373,-0.266006,-0.270355,-0.287003,-0.23722800000000002,-0.28083800000000003","-0.6982729999999999,-0.7905270000000001,-0.8573299999999999,-1.2348629999999998,-1.085587,-1.005875,-0.841675,-0.897202,-1.003723,-0.859833,-0.900955,-0.853485,-0.98761,-1.189331,-1.067749,-0.8215180000000001,-0.648834,-0.892883,-1.042389,-0.8913270000000001,-0.7995760000000001,-0.838974,-0.816422,-0.874084,-0.79245,-0.9424739999999999,-0.8827209999999999,-0.8633879999999999,-0.802567,-0.943665,-0.974915,-0.763336,-0.9322969999999999,-0.8741,-0.886368,-0.792755,-0.836258,-0.8375239999999999,-0.756119,-0.8255459999999999",40
179,"0.067108,0.054901,0.034194999999999996,0.094284,0.034729,0.101517,0.028641000000000003,0.101181,0.036407,0.07975800000000001,0.090744,0.130829,0.078934,0.073608,0.05506900000000001,0.06605499999999999,0.097198,-0.027313,-0.049286,-0.031921,-0.167908,-0.22334299999999999,-0.278595,-0.235855,-0.26908899999999997,-0.23053,-0.19792200000000001,-0.20694,-0.221573,-0.235825,-0.23529099999999997,-0.2258,-0.201248,-0.220642,-0.286209,-0.270233,-0.353271,-0.39266999999999996,-0.386536,-0.437561","-0.241379,-0.256027,-0.394592,-0.44975299999999996,-0.364304,-0.471558,-0.448853,-0.37283299999999997,-0.39418000000000003,-0.36615,-0.36044299999999996,-0.44477799999999995,-0.326202,-0.310501,-0.238754,-0.28166199999999997,-0.357452,-0.42958100000000005,-0.381042,-0.312988,-0.354279,-0.397873,-0.3535,-0.3078,-0.365402,-0.31385799999999997,-0.37954699999999997,-0.35342399999999996,-0.36644,-0.36499000000000004,-0.306198,-0.31958000000000003,-0.29652399999999995,-0.271652,-0.360779,-0.283615,-0.31285100000000005,-0.410217,-0.349075,-0.355865","-0.687897,-0.898727,-0.8758239999999999,-1.019562,-0.822845,-1.152878,-1.042175,-0.9824370000000001,-0.958298,-0.981339,-1.0064389999999999,-1.0204469999999999,-0.847427,-0.776962,-0.807404,-0.806473,-1.017288,-1.057495,-0.892166,-0.8818360000000001,-1.009827,-1.0379639999999999,-0.9063260000000001,-1.018661,-1.0353700000000001,-0.9541780000000001,-1.002731,-0.968887,-0.92485,-0.930557,-0.8114319999999999,-0.8315889999999999,-0.719009,-0.852707,-0.8692780000000001,-0.8626860000000001,-1.000458,-1.067245,-1.005981,-1.05481",70
180,"-0.449295,-0.334946,-0.35675,-0.42663599999999996,-0.343246,-0.302658,-0.244263,-0.32824699999999996,-0.29985,-0.293777,-0.273911,-0.315125,-0.32519499999999996,-0.318069,-0.235977,-0.250671,-0.273727,-0.255768,-0.292618,-0.290878,-0.181808,-0.116898,-0.05941799999999999,-0.015381,-0.016571000000000002,-0.011398,0.012222,-0.009369,0.03804,0.099747,0.278854,0.210358,0.156052,0.071899,0.11331199999999998,0.032288,0.024719,0.07901,0.221985,0.21539299999999997","-0.35073899999999997,-0.247864,-0.281647,-0.23373400000000003,-0.334244,-0.333694,-0.348999,-0.336838,-0.313782,-0.316025,-0.31549099999999997,-0.318298,-0.346375,-0.388229,-0.311661,-0.30891399999999997,-0.35836799999999996,-0.359512,-0.378372,-0.407806,-0.414566,-0.39216599999999996,-0.420074,-0.594391,-0.488174,-0.43670699999999996,-0.47836300000000004,-0.455063,-0.477814,-0.535385,-0.6132810000000001,-0.498383,-0.502838,-0.5708310000000001,-0.612259,-0.507767,-0.45260600000000006,-0.60051,-0.624451,-0.608032","-0.9239809999999999,-0.858627,-0.849289,-0.89592,-0.9238430000000001,-0.936844,-0.9725950000000001,-0.887741,-0.8744049999999999,-0.844269,-0.8894350000000001,-0.933517,-1.02597,-0.9846950000000001,-0.846893,-0.848923,-0.82991,-0.886566,-0.9308780000000001,-0.953674,-0.864944,-0.914581,-0.8396,-0.8430479999999999,-0.955048,-0.809326,-0.891983,-0.885086,-0.8961790000000001,-0.879517,-0.811234,-0.837067,-0.8561549999999999,-0.799408,-0.883774,-0.7010649999999999,-0.9823149999999999,-0.9172520000000001,-0.852036,-0.838318",60
181,"0.147842,0.121429,0.102783,0.199524,0.184326,0.222275,0.23219299999999998,0.30795300000000003,0.327271,0.270065,0.21736100000000003,0.186539,0.17276,0.151276,0.176086,0.23016399999999998,0.22865300000000002,0.263824,0.183334,0.201874,0.159073,0.223419,0.184402,0.129196,0.083054,0.133972,0.14613299999999999,0.114426,0.082214,0.115524,0.161911,0.101868,0.069962,0.07457000000000001,0.10897799999999999,0.059677,0.016342,0.044495,0.061813,0.004684000000000001","-0.5194850000000001,-0.594482,-0.549515,-0.58606,-0.613754,-0.583923,-0.548416,-0.57753,-0.569824,-0.529526,-0.5511020000000001,-0.608536,-0.7384029999999999,-0.665863,-0.6009220000000001,-0.661194,-0.68277,-0.700821,-0.646408,-0.552765,-0.505386,-0.5505369999999999,-0.484955,-0.562149,-0.578842,-0.602402,-0.658524,-0.5888369999999999,-0.531204,-0.670242,-0.708313,-0.608078,-0.5688479999999999,-0.507538,-0.551315,-0.594543,-0.5737,-0.591721,-0.63652,-0.648483","-0.810669,-0.805878,-0.725342,-0.84996,-0.808258,-0.845886,-0.776871,-0.817078,-0.812775,-0.709274,-0.748901,-0.81926,-0.9095610000000001,-0.900803,-0.776886,-0.8590700000000001,-0.8508760000000001,-0.883392,-0.869766,-0.816864,-0.75618,-0.6845859999999999,-0.766418,-0.779846,-0.788452,-0.8171229999999999,-0.8995059999999999,-0.753113,-0.756973,-0.865677,-0.9299930000000001,-0.7996979999999999,-0.7341770000000001,-0.7250979999999999,-0.7843319999999999,-0.7855989999999999,-0.843201,-0.8410639999999999,-0.8532870000000001,-0.8360139999999999",50
